           1 ,           2 ,   1.73199999     ,  0.500000000     ,   3.46399999     , -0.500000000    
           1 ,           8 ,   1.73199999     ,  0.500000000     ,   13.8559999     ,   2.50000000    
           1 ,           9 ,   1.73199999     ,  0.500000000     ,   1.73199999     ,   1.50000000    
           2 ,           1 ,   3.46399999     , -0.500000000     ,   1.73199999     ,  0.500000000    
           2 ,           3 ,   3.46399999     , -0.500000000     ,   5.19600010     ,  0.500000000    
           2 ,          58 ,   3.46399999     , -0.500000000     ,   3.46399999     ,   14.5000000    
           3 ,           2 ,   5.19600010     ,  0.500000000     ,   3.46399999     , -0.500000000    
           3 ,           4 ,   5.19600010     ,  0.500000000     ,   6.92799997     , -0.500000000    
           3 ,          11 ,   5.19600010     ,  0.500000000     ,   5.19600010     ,   1.50000000    
           4 ,           3 ,   6.92799997     , -0.500000000     ,   5.19600010     ,  0.500000000    
           4 ,           5 ,   6.92799997     , -0.500000000     ,   8.65999985     ,  0.500000000    
           4 ,          60 ,   6.92799997     , -0.500000000     ,   6.92799997     ,   14.5000000    
           5 ,           4 ,   8.65999985     ,  0.500000000     ,   6.92799997     , -0.500000000    
           5 ,           6 ,   8.65999985     ,  0.500000000     ,   10.3920002     , -0.500000000    
           5 ,          13 ,   8.65999985     ,  0.500000000     ,   8.65999985     ,   1.50000000    
           6 ,           5 ,   10.3920002     , -0.500000000     ,   8.65999985     ,  0.500000000    
           6 ,           7 ,   10.3920002     , -0.500000000     ,   12.1239996     ,  0.500000000    
           6 ,          62 ,   10.3920002     , -0.500000000     ,   10.3920002     ,   14.5000000    
           7 ,           6 ,   12.1239996     ,  0.500000000     ,   10.3920002     , -0.500000000    
           7 ,           8 ,   12.1239996     ,  0.500000000     ,   13.8559999     ,   2.50000000    
           7 ,          15 ,   12.1239996     ,  0.500000000     ,   12.1239996     ,   1.50000000    
           8 ,           7 ,   13.8559999     ,   2.50000000     ,   12.1239996     ,  0.500000000    
           8 ,           1 ,   13.8559999     ,   2.50000000     ,   1.73199999     ,  0.500000000    
           8 ,          64 ,   13.8559999     ,   2.50000000     ,   13.8559999     ,   15.5000000    
           9 ,          10 ,   1.73199999     ,   1.50000000     ,   3.46399999     ,   2.50000000    
