           1 ,           2 ,   1.73199999     ,  0.500000000     ,   3.46399999     , -0.500000000    
           1 ,          16 ,   1.73199999     ,  0.500000000     ,   1.73199999     ,   1.50000000    
           2 ,           1 ,   3.46399999     , -0.500000000     ,   1.73199999     ,  0.500000000    
           2 ,           3 ,   3.46399999     , -0.500000000     ,   5.19600010     ,  0.500000000    
           3 ,           2 ,   5.19600010     ,  0.500000000     ,   3.46399999     , -0.500000000    
           3 ,           4 ,   5.19600010     ,  0.500000000     ,   6.92799997     , -0.500000000    
           3 ,          18 ,   5.19600010     ,  0.500000000     ,   5.19600010     ,   1.50000000    
           4 ,           3 ,   6.92799997     , -0.500000000     ,   5.19600010     ,  0.500000000    
           4 ,           5 ,   6.92799997     , -0.500000000     ,   8.65999985     ,  0.500000000    
           5 ,           4 ,   8.65999985     ,  0.500000000     ,   6.92799997     , -0.500000000    
           5 ,           6 ,   8.65999985     ,  0.500000000     ,   10.3920002     , -0.500000000    
           5 ,          20 ,   8.65999985     ,  0.500000000     ,   8.65999985     ,   1.50000000    
           6 ,           5 ,   10.3920002     , -0.500000000     ,   8.65999985     ,  0.500000000    
           6 ,           7 ,   10.3920002     , -0.500000000     ,   12.1239996     ,  0.500000000    
           7 ,           6 ,   12.1239996     ,  0.500000000     ,   10.3920002     , -0.500000000    
           7 ,           8 ,   12.1239996     ,  0.500000000     ,   13.8559999     , -0.500000000    
           7 ,          22 ,   12.1239996     ,  0.500000000     ,   12.1239996     ,   1.50000000    
           8 ,           7 ,   13.8559999     , -0.500000000     ,   12.1239996     ,  0.500000000    
           8 ,           9 ,   13.8559999     , -0.500000000     ,   15.5880003     ,  0.500000000    
           9 ,           8 ,   15.5880003     ,  0.500000000     ,   13.8559999     , -0.500000000    
           9 ,          10 ,   15.5880003     ,  0.500000000     ,   17.3199997     , -0.500000000    
           9 ,          24 ,   15.5880003     ,  0.500000000     ,   15.5880003     ,   1.50000000    
          10 ,           9 ,   17.3199997     , -0.500000000     ,   15.5880003     ,  0.500000000    
          10 ,          11 ,   17.3199997     , -0.500000000     ,   19.0520000     ,  0.500000000    
          11 ,          10 ,   19.0520000     ,  0.500000000     ,   17.3199997     , -0.500000000    
          11 ,          12 ,   19.0520000     ,  0.500000000     ,   20.7840004     , -0.500000000    
          11 ,          26 ,   19.0520000     ,  0.500000000     ,   19.0520000     ,   1.50000000    
          12 ,          11 ,   20.7840004     , -0.500000000     ,   19.0520000     ,  0.500000000    
          12 ,          13 ,   20.7840004     , -0.500000000     ,   22.5160007     ,  0.500000000    
          13 ,          12 ,   22.5160007     ,  0.500000000     ,   20.7840004     , -0.500000000    
          13 ,          14 ,   22.5160007     ,  0.500000000     ,   24.2479992     , -0.500000000    
          13 ,          28 ,   22.5160007     ,  0.500000000     ,   22.5160007     ,   1.50000000    
          14 ,          13 ,   24.2479992     , -0.500000000     ,   22.5160007     ,  0.500000000    
          14 ,          15 ,   24.2479992     , -0.500000000     ,   25.9799995     ,   1.50000000    
          15 ,          14 ,   25.9799995     ,   1.50000000     ,   24.2479992     , -0.500000000    
          16 ,          17 ,   1.73199999     ,   1.50000000     ,   3.46399999     ,   2.50000000    
          16 ,           1 ,   1.73199999     ,   1.50000000     ,   1.73199999     ,  0.500000000    
          17 ,          16 ,   3.46399999     ,   2.50000000     ,   1.73199999     ,   1.50000000    
          17 ,          18 ,   3.46399999     ,   2.50000000     ,   5.19600010     ,   1.50000000    
          17 ,          32 ,   3.46399999     ,   2.50000000     ,   3.46399999     ,   3.50000000    
          18 ,          17 ,   5.19600010     ,   1.50000000     ,   3.46399999     ,   2.50000000    
          18 ,          19 ,   5.19600010     ,   1.50000000     ,   6.92799997     ,   2.50000000    
          18 ,           3 ,   5.19600010     ,   1.50000000     ,   5.19600010     ,  0.500000000    
